ms-evento-service  | 
ms-evento-service  | 	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:146) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:752) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:439) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at org.springframework.boot.SpringApplication.run(SpringApplication.java:318) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1361) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1350) ~[spring-boot-3.5.6.jar!/:3.5.6]
ms-evento-service  | 	at com.emm.mseventoservice.MsEventoServiceApplication.main(MsEventoServiceApplication.java:12) ~[!/:0.0.1-SNAPSHOT]
ms-evento-service  | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:na]
ms-evento-service  | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[na:na]
ms-evento-service  | 	at org.springframework.boot.loader.launch.Launcher.launch(Launcher.java:102) ~[app.jar:0.0.1-SNAPSHOT]
ms-evento-service  | 	at org.springframework.boot.loader.launch.Launcher.launch(Launcher.java:64) ~[app.jar:0.0.1-SNAPSHOT]
ms-evento-service  | 	at org.springframework.boot.loader.launch.JarLauncher.main(JarLauncher.java:40) ~[app.jar:0.0.1-SNAPSHOT]
ms-evento-service  | Caused by: jakarta.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.exception.JDBCConnectionException: Unable to open JDBC Connection for DDL execution [Communications link failure
ms-evento-service  | 
ms-evento-service  | The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.] [n/a]
ms-evento-service  | 	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.buildNativeEntityManagerFactory(AbstractEntityManagerFactoryBean.java:431) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.afterPropertiesSet(AbstractEntityManagerFactoryBean.java:400) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean.afterPropertiesSet(LocalContainerEntityManagerFactoryBean.java:366) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1873) ~[spring-beans-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1822) ~[spring-beans-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	... 22 common frames omitted
ms-evento-service  | Caused by: org.hibernate.exception.JDBCConnectionException: Unable to open JDBC Connection for DDL execution [Communications link failure
ms-evento-service  | 
ms-evento-service  | The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.] [n/a]
ms-evento-service  | 	at org.hibernate.exception.internal.SQLStateConversionDelegate.convert(SQLStateConversionDelegate.java:100) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.exception.internal.StandardSQLExceptionConverter.convert(StandardSQLExceptionConverter.java:58) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:108) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:94) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.resource.transaction.backend.jdbc.internal.DdlTransactionIsolatorNonJtaImpl.getIsolatedConnection(DdlTransactionIsolatorNonJtaImpl.java:74) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.resource.transaction.backend.jdbc.internal.DdlTransactionIsolatorNonJtaImpl.getIsolatedConnection(DdlTransactionIsolatorNonJtaImpl.java:39) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.internal.exec.ImprovedExtractionContextImpl.getJdbcConnection(ImprovedExtractionContextImpl.java:63) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.internal.exec.ImprovedExtractionContextImpl.getJdbcDatabaseMetaData(ImprovedExtractionContextImpl.java:70) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.extract.internal.InformationExtractorJdbcDatabaseMetaDataImpl.processTableResultSet(InformationExtractorJdbcDatabaseMetaDataImpl.java:65) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.extract.internal.AbstractInformationExtractorImpl.getTables(AbstractInformationExtractorImpl.java:570) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.extract.internal.DatabaseInformationImpl.getTablesInformation(DatabaseInformationImpl.java:122) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.internal.GroupedSchemaMigratorImpl.performTablesMigration(GroupedSchemaMigratorImpl.java:72) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.internal.AbstractSchemaMigrator.performMigration(AbstractSchemaMigrator.java:233) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.internal.AbstractSchemaMigrator.doMigration(AbstractSchemaMigrator.java:112) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator.performDatabaseAction(SchemaManagementToolCoordinator.java:280) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator.lambda$process$5(SchemaManagementToolCoordinator.java:144) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at java.base/java.util.HashMap.forEach(Unknown Source) ~[na:na]
ms-evento-service  | 	at org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator.process(SchemaManagementToolCoordinator.java:141) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.boot.internal.SessionFactoryObserverForSchemaExport.sessionFactoryCreated(SessionFactoryObserverForSchemaExport.java:37) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.internal.SessionFactoryObserverChain.sessionFactoryCreated(SessionFactoryObserverChain.java:35) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.internal.SessionFactoryImpl.<init>(SessionFactoryImpl.java:324) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.boot.internal.SessionFactoryBuilderImpl.build(SessionFactoryBuilderImpl.java:463) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl.build(EntityManagerFactoryBuilderImpl.java:1517) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.springframework.orm.jpa.vendor.SpringHibernateJpaPersistenceProvider.createContainerEntityManagerFactory(SpringHibernateJpaPersistenceProvider.java:66) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean.createNativeEntityManagerFactory(LocalContainerEntityManagerFactoryBean.java:390) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.buildNativeEntityManagerFactory(AbstractEntityManagerFactoryBean.java:419) ~[spring-orm-6.2.11.jar!/:6.2.11]
ms-evento-service  | 	... 26 common frames omitted
ms-evento-service  | Caused by: com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure
ms-evento-service  | 
ms-evento-service  | The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
ms-evento-service  | 	at com.mysql.cj.jdbc.exceptions.SQLError.createCommunicationsException(SQLError.java:165) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:55) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:861) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.ConnectionImpl.<init>(ConnectionImpl.java:449) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.ConnectionImpl.getInstance(ConnectionImpl.java:234) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.NonRegisteringDriver.connect(NonRegisteringDriver.java:180) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.zaxxer.hikari.util.DriverDataSource.getConnection(DriverDataSource.java:144) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.pool.PoolBase.newConnection(PoolBase.java:370) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.pool.PoolBase.newPoolEntry(PoolBase.java:207) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.pool.HikariPool.createPoolEntry(HikariPool.java:488) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.pool.HikariPool.checkFailFast(HikariPool.java:576) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.pool.HikariPool.<init>(HikariPool.java:97) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:111) ~[HikariCP-6.3.3.jar!/:na]
ms-evento-service  | 	at org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection(DatasourceConnectionProviderImpl.java:126) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess.obtainConnection(JdbcEnvironmentInitiator.java:485) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	at org.hibernate.resource.transaction.backend.jdbc.internal.DdlTransactionIsolatorNonJtaImpl.getIsolatedConnection(DdlTransactionIsolatorNonJtaImpl.java:46) ~[hibernate-core-6.6.29.Final.jar!/:6.6.29.Final]
ms-evento-service  | 	... 47 common frames omitted
ms-evento-service  | Caused by: com.mysql.cj.exceptions.CJCommunicationsException: Communications link failure
ms-evento-service  | 
ms-evento-service  | The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
ms-evento-service  | 	at java.base/jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) ~[na:na]
ms-evento-service  | 	at java.base/jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/jdk.internal.reflect.DelegatingConstructorAccessorImpl.newInstance(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/java.lang.reflect.Constructor.newInstanceWithCaller(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/java.lang.reflect.Constructor.newInstance(Unknown Source) ~[na:na]
ms-evento-service  | 	at com.mysql.cj.exceptions.ExceptionFactory.createException(ExceptionFactory.java:52) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.exceptions.ExceptionFactory.createException(ExceptionFactory.java:95) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.exceptions.ExceptionFactory.createException(ExceptionFactory.java:140) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.exceptions.ExceptionFactory.createCommunicationsException(ExceptionFactory.java:156) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.protocol.a.NativeSocketConnection.connect(NativeSocketConnection.java:79) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.NativeSession.connect(NativeSession.java:139) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.ConnectionImpl.connectOneTryOnly(ConnectionImpl.java:980) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:851) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	... 60 common frames omitted
ms-evento-service  | Caused by: java.net.SocketException: Network unreachable
ms-evento-service  | 	at java.base/sun.nio.ch.Net.connect0(Native Method) ~[na:na]
ms-evento-service  | 	at java.base/sun.nio.ch.Net.connect(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/sun.nio.ch.Net.connect(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/sun.nio.ch.NioSocketImpl.connect(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/java.net.SocksSocketImpl.connect(Unknown Source) ~[na:na]
ms-evento-service  | 	at java.base/java.net.Socket.connect(Unknown Source) ~[na:na]
ms-evento-service  | 	at com.mysql.cj.protocol.StandardSocketFactory.connect(StandardSocketFactory.java:144) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	at com.mysql.cj.protocol.a.NativeSocketConnection.connect(NativeSocketConnection.java:53) ~[mysql-connector-j-8.4.0.jar!/:8.4.0]
ms-evento-service  | 	... 63 common frames omitted
ms-evento-service  | 
ms-evento-service  | 
ms-evento-service  |   .   ____          _            __ _ _
ms-evento-service  |  /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
ms-evento-service  | ( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
ms-evento-service  |  \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
ms-evento-service  |   '  |____| .__|_| |_|_| |_\__, | / / / /
ms-evento-service  |  =========|_|==============|___/=/_/_/_/
ms-evento-service  | 
ms-evento-service  |  :: Spring Boot ::                (v3.5.6)
ms-evento-service  | 
ms-evento-service  | 2026-06-18T23:36:45.411Z  INFO 1 --- [ms-events-service] [           main] c.e.m.MsEventoServiceApplication         : Starting MsEventoServiceApplication v0.0.1-SNAPSHOT using Java 17.0.19 with PID 1 (/app/app.jar started by root in /app)
ms-evento-service  | 2026-06-18T23:36:45.419Z  INFO 1 --- [ms-events-service] [           main] c.e.m.MsEventoServiceApplication         : The following 1 profile is active: "prod"
ms-evento-service  | 2026-06-18T23:36:45.774Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://config-server:7075
ms-evento-service  | 2026-06-18T23:36:45.774Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Located environment: name=application, profiles=[default], label=null, version=null, state=null
ms-evento-service  | 2026-06-18T23:36:45.775Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://localhost:7075
ms-evento-service  | 2026-06-18T23:36:45.775Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Exception on Url - http://localhost:7075:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:7075/ms-events-service/default": Connection refused. Will be trying the next url if available
ms-evento-service  | 2026-06-18T23:36:45.775Z  WARN 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Could not locate PropertySource ([ConfigServerConfigDataResource@742d4e15 uris = array<String>['http://root:123456@localhost:7075'], optional = true, profiles = 'default']): I/O error on GET request for "http://localhost:7075/ms-events-service/default": Connection refused
ms-evento-service  | 2026-06-18T23:36:45.775Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://config-server:7075
ms-evento-service  | 2026-06-18T23:36:45.775Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Located environment: name=ms-events-service, profiles=[prod], label=null, version=null, state=null
ms-evento-service  | 2026-06-18T23:36:45.776Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://config-server:7075
ms-evento-service  | 2026-06-18T23:36:45.776Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Located environment: name=ms-events-service, profiles=[default], label=null, version=null, state=null
ms-evento-service  | 2026-06-18T23:36:45.776Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://localhost:7075
ms-evento-service  | 2026-06-18T23:36:45.776Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Exception on Url - http://localhost:7075:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:7075/ms-events-service/prod": Connection refused. Will be trying the next url if available
ms-evento-service  | 2026-06-18T23:36:45.776Z  WARN 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Could not locate PropertySource ([ConfigServerConfigDataResource@36c54a56 uris = array<String>['http://root:123456@localhost:7075'], optional = true, profiles = 'prod']): I/O error on GET request for "http://localhost:7075/ms-events-service/prod": Connection refused
ms-evento-service  | 2026-06-18T23:36:45.777Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Fetching config from server at : http://localhost:7075
ms-evento-service  | 2026-06-18T23:36:45.778Z  INFO 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Exception on Url - http://localhost:7075:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:7075/ms-events-service/default": Connection refused. Will be trying the next url if available
ms-evento-service  | 2026-06-18T23:36:45.778Z  WARN 1 --- [ms-events-service] [           main] o.s.c.c.c.ConfigServerConfigDataLoader   : Could not locate PropertySource ([ConfigServerConfigDataResource@3359c978 uris = array<String>['http://root:123456@localhost:7075'], optional = true, profiles = 'default']): I/O error on GET request for "http://localhost:7075/ms-events-service/default": Connection refused
ms-evento-service  | 2026-06-18T23:37:19.474Z  INFO 1 --- [ms-events-service] [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
ms-evento-service  | 2026-06-18T23:37:26.620Z  INFO 1 --- [ms-events-service] [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 6091 ms. Found 2 JPA repository interfaces.
ms-evento-service  | 2026-06-18T23:37:34.067Z  INFO 1 --- [ms-events-service] [           main] o.s.cloud.context.scope.GenericScope     : BeanFactory id=31491e4a-64a8-3cfa-9852-7e3eb0e6b60c
ms-evento-service  | 2026-06-18T23:37:43.731Z  INFO 1 --- [ms-events-service] [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8096 (http)
ms-evento-service  | 2026-06-18T23:37:43.802Z  INFO 1 --- [ms-events-service] [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
ms-evento-service  | 2026-06-18T23:37:43.804Z  INFO 1 --- [ms-events-service] [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.46]
ms-evento-service  | 2026-06-18T23:37:43.980Z  INFO 1 --- [ms-events-service] [           main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
ms-evento-service  | 2026-06-18T23:37:43.986Z  INFO 1 --- [ms-events-service] [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 58164 ms
ms-evento-service  | 2026-06-18T23:37:52.725Z  INFO 1 --- [ms-events-service] [           main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
ms-evento-service  | 2026-06-18T23:37:58.608Z  INFO 1 --- [ms-events-service] [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.6.29.Final
ms-evento-service  | 2026-06-18T23:37:58.892Z  INFO 1 --- [ms-events-service] [           main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
ms-evento-service  | 2026-06-18T23:38:06.311Z  INFO 1 --- [ms-events-service] [           main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
ms-evento-service  | 2026-06-18T23:38:06.756Z  INFO 1 --- [ms-events-service] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
ms-evento-service  | 2026-06-18T23:38:09.729Z  INFO 1 --- [ms-events-service] [           main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2fb24ad8
ms-evento-service  | 2026-06-18T23:38:09.767Z  INFO 1 --- [ms-events-service] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
ms-evento-service  | 2026-06-18T23:38:10.450Z  WARN 1 --- [ms-events-service] [           main] org.hibernate.orm.deprecation            : HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
ms-evento-service  | 2026-06-18T23:38:10.808Z  INFO 1 --- [ms-events-service] [           main] org.hibernate.orm.connections.pooling    : HHH10001005: Database info:
ms-evento-service  | 	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
ms-evento-service  | 	Database driver: undefined/unknown
ms-evento-service  | 	Database version: 8.4.3
ms-evento-service  | 	Autocommit mode: undefined/unknown
ms-evento-service  | 	Isolation level: undefined/unknown
ms-evento-service  | 	Minimum pool size: undefined/unknown
ms-evento-service  | 	Maximum pool size: undefined/unknown
ms-evento-service  | 2026-06-18T23:38:28.367Z  INFO 1 --- [ms-events-service] [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
ms-evento-service  | 2026-06-18T23:38:29.883Z  INFO 1 --- [ms-events-service] [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
ms-evento-service  | 2026-06-18T23:38:45.161Z  INFO 1 --- [ms-events-service] [           main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
ms-evento-service  | 2026-06-18T23:39:09.344Z  WARN 1 --- [ms-events-service] [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
ms-evento-service  | 2026-06-18T23:39:16.579Z  INFO 1 --- [ms-events-service] [           main] o.s.c.openfeign.FeignClientFactoryBean   : For 'ms-auth-service' URL not provided. Will try picking an instance via load-balancing.
ms-evento-service  | 2026-06-18T23:39:54.864Z  INFO 1 --- [ms-events-service] [           main] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
ms-evento-service  | 2026-06-18T23:39:55.907Z  WARN 1 --- [ms-events-service] [           main] iguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
ms-evento-service  | 2026-06-18T23:39:56.053Z  INFO 1 --- [ms-events-service] [           main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 4 endpoints beneath base path '/actuator'
ms-evento-service  | 2026-06-18T23:39:56.645Z  INFO 1 --- [ms-events-service] [           main] o.s.c.n.eureka.InstanceInfoFactory       : Setting initial instance status as: STARTING
ms-evento-service  | 2026-06-18T23:39:56.817Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Initializing Eureka in region us-east-1
ms-evento-service  | 2026-06-18T23:39:56.842Z  INFO 1 --- [ms-events-service] [           main] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
ms-evento-service  | 2026-06-18T23:39:56.907Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Disable delta property : false
ms-evento-service  | 2026-06-18T23:39:56.907Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Single vip registry refresh property : null
ms-evento-service  | 2026-06-18T23:39:56.908Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Force full registry fetch : false
ms-evento-service  | 2026-06-18T23:39:56.908Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Application is null : false
ms-evento-service  | 2026-06-18T23:39:56.908Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Registered Applications size is zero : true
ms-evento-service  | 2026-06-18T23:39:56.908Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Application version is -1: true
ms-evento-service  | 2026-06-18T23:39:56.908Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Getting all instance registry info from the eureka server
ms-evento-service  | 2026-06-18T23:39:58.957Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : The response status is 200
ms-evento-service  | 2026-06-18T23:39:58.970Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Starting heartbeat executor: renew interval is: 30
ms-evento-service  | 2026-06-18T23:39:58.992Z  INFO 1 --- [ms-events-service] [           main] c.n.discovery.InstanceInfoReplicator     : InstanceInfoReplicator onDemand update allowed rate per min is 4
ms-evento-service  | 2026-06-18T23:39:59.004Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Discovery Client initialized at timestamp 1781825999000 with initial instances count: 1
ms-evento-service  | 2026-06-18T23:39:59.104Z  INFO 1 --- [ms-events-service] [           main] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application MS-EVENTS-SERVICE with eureka with status UP
ms-evento-service  | 2026-06-18T23:39:59.113Z  INFO 1 --- [ms-events-service] [           main] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1781825999113, current=UP, previous=STARTING]
